id,employee_id,department,performance_score,years_with_company,salary
716,502,Accounting,2.86,17,97486.71
717,853,Sales,9.08,26,67621.64
718,972,Sales,5.79,16,60011.4
719,122,Legal,4.43,35,51630.49
720,645,Services,5.89,20,119997.84
721,81,Research and Development,6.83,31,99806.16
722,372,Research and Development,4.42,22,65451.79
723,916,Training,7.15,16,130100.78
724,498,Human Resources,2.55,28,70234.02
725,512,Support,5.62,25,128192.26
726,14,Accounting,1.33,9,85654.28
727,359,Marketing,3.44,15,120766.16
728,933,Support,4.53,40,140641.68
729,360,Research and Development,5.23,23,43481.42
730,363,Support,3.56,24,60398.0
731,95,Legal,7.98,14,139545.08
732,701,Training,1.59,16,144923.42
733,175,Legal,5.5,37,90997.94
734,528,Product Management,3.27,13,123616.94
735,754,Training,3.65,17,53507.62
736,283,Sales,9.45,4,99329.46
737,48,Marketing,5.81,22,71951.46
738,789,Support,1.22,24,104028.11
739,500,Legal,1.27,37,63579.52
740,354,Engineering,4.37,28,90803.58
741,271,Research and Development,6.66,40,91753.76
742,826,Business Development,9.2,40,96314.01
743,668,Marketing,4.86,12,69031.51
744,303,Legal,2.96,1,62441.13
745,97,Marketing,8.7,5,111056.5
746,15,Training,4.5,31,135210.1
747,992,Research and Development,8.09,21,117754.78
748,894,Legal,8.6,1,115427.45
749,978,Engineering,2.74,16,47281.37
750,525,Marketing,5.36,9,76726.89
751,891,Business Development,1.72,28,49666.53
752,643,Business Development,9.48,33,74160.51
753,786,Services,7.56,5,146210.99
754,810,Training,1.92,19,115751.24
755,294,Engineering,6.88,6,128872.59
756,839,Research and Development,5.45,28,149968.98
757,828,Marketing,6.49,14,34001.07
758,800,Accounting,0.24,37,81949.31
759,295,Sales,1.44,4,36236.85
760,135,Legal,8.91,25,138356.89
761,269,Legal,2.92,4,65915.43
762,266,Research and Development,3.7,7,143004.08
763,315,Support,1.12,12,89367.59
764,953,Marketing,4.18,32,64814.9
765,148,Marketing,5.62,17,100817.81
766,327,Product Management,1.25,12,43129.1
767,729,Engineering,3.4,27,49306.77
768,412,Human Resources,5.08,19,75726.36
769,427,Services,7.08,17,116636.9
770,423,Training,4.61,1,141173.81
771,719,Business Development,2.09,14,101143.38
772,193,Training,6.45,4,50563.71
773,442,Human Resources,5.94,8,59200.2
774,734,Engineering,1.71,13,109672.11
775,363,Legal,3.6,4,136193.83
776,936,Legal,3.55,0,131910.89
777,116,Human Resources,1.53,3,142659.59
778,326,Sales,8.09,22,148118.51
779,114,Services,8.87,4,42136.11
780,340,Accounting,0.24,33,34667.57
781,400,Research and Development,8.22,25,135852.86
782,206,Sales,5.79,23,139816.16
783,411,Accounting,1.81,36,129865.73
784,385,Marketing,3.29,1,56061.29
785,252,Engineering,8.35,7,61862.43
786,560,Legal,5.8,10,49422.73
787,375,Engineering,8.02,24,126964.52
788,188,Accounting,7.82,21,36487.97
789,998,Product Management,8.41,18,67969.46
790,631,Support,5.19,38,134294.81
791,96,Marketing,8.99,23,79526.06
792,118,Research and Development,8.94,10,58456.36
793,605,Legal,6.98,23,61973.6
794,663,Human Resources,7.53,37,125199.02
795,153,Support,1.65,7,128952.42
796,89,Business Development,3.23,5,71001.41
797,334,Research and Development,5.17,1,56437.59
798,89,Human Resources,6.7,13,103823.65
799,942,Sales,4.38,24,46161.85
800,849,Marketing,5.71,31,52075.69
801,727,Marketing,3.43,2,42813.94
802,687,Product Management,9.37,11,53967.94
803,268,Training,4.29,16,93401.78
804,755,Marketing,9.62,37,82675.14
805,548,Business Development,3.55,16,64378.2
806,571,Marketing,5.18,11,67638.16
807,911,Product Management,6.26,19,53741.7
808,946,Services,5.48,27,143611.4
809,754,Engineering,8.87,39,70913.35
810,661,Legal,0.66,39,119579.39
811,881,Business Development,4.41,34,32985.34
812,527,Support,8.88,5,73678.88
813,713,Human Resources,3.15,10,49457.14
814,513,Engineering,1.35,9,31722.17
815,800,Research and Development,5.95,34,133085.12
816,801,Training,7.16,21,107672.95
817,915,Human Resources,5.7,12,36561.56
818,910,Marketing,2.76,28,86387.93
819,712,Business Development,3.19,27,38377.08
820,743,Legal,1.81,31,140271.79
821,387,Support,0.33,35,115255.16
822,132,Human Resources,5.07,10,101594.5
823,415,Research and Development,3.81,0,50070.69
824,430,Business Development,6.13,26,129145.26
825,558,Training,5.58,7,33755.98
826,197,Research and Development,8.66,21,45353.93
827,997,Human Resources,5.92,33,120563.46
828,975,Services,0.75,34,83241.45
829,835,Legal,6.48,24,55629.3
830,997,Services,8.87,27,120900.04
831,932,Support,1.12,28,132274.51
832,120,Training,3.2,21,48851.06
833,742,Product Management,4.28,2,77018.24
834,72,Engineering,3.38,30,41999.72
835,730,Accounting,6.92,7,67606.99
836,837,Research and Development,2.23,31,33400.89
837,47,Business Development,9.92,38,106001.87
838,389,Services,8.1,24,38458.08
839,327,Business Development,2.3,40,107158.13
840,125,Sales,4.4,37,89073.14
841,884,Training,8.76,40,139705.81
842,852,Training,1.31,27,111527.29
843,91,Accounting,2.53,32,55102.42
844,435,Services,3.93,5,46543.24
845,88,Sales,8.3,14,61220.63
846,206,Legal,0.23,2,63850.83
847,270,Accounting,3.59,18,75028.96
848,361,Research and Development,8.87,1,133343.44
849,248,Accounting,7.91,39,135843.75
850,427,Marketing,0.46,18,144170.51
851,45,Training,4.22,14,42901.39
852,550,Services,9.07,20,67078.53
853,782,Research and Development,5.86,1,148169.22
854,478,Services,6.15,22,126311.64
855,849,Research and Development,3.33,20,88566.41
856,237,Services,5.86,28,148273.41
857,803,Accounting,4.24,14,124901.0
858,299,Services,6.38,24,45272.28
859,396,Research and Development,6.98,34,67320.93
860,375,Training,1.9,15,95627.23
861,475,Sales,6.84,7,65705.24
862,606,Product Management,2.88,18,84491.16
863,247,Sales,0.59,40,114967.99
864,610,Support,7.12,22,86664.5
865,812,Sales,0.4,22,36346.73
866,86,Support,3.8,23,44224.32
867,438,Marketing,2.64,27,130242.66
868,731,Accounting,0.96,1,143907.54
869,265,Training,2.72,38,72032.26
870,696,Support,8.6,20,34161.64
871,954,Legal,4.34,1,52822.29
872,468,Engineering,0.11,33,135355.37
873,708,Product Management,5.77,18,109672.18
874,82,Research and Development,0.81,32,124299.26
875,667,Accounting,5.81,26,84403.14
876,396,Product Management,9.17,20,118330.24
877,925,Product Management,6.22,24,34886.98
878,585,Human Resources,2.12,32,60671.8
879,802,Research and Development,4.96,23,90069.27
880,474,Services,0.17,18,100129.87
881,945,Research and Development,6.43,15,130147.27
882,31,Marketing,4.66,15,33462.85
883,783,Accounting,9.2,12,87462.19
884,503,Product Management,9.89,24,41362.63
885,493,Business Development,8.68,9,116396.29
886,556,Product Management,9.57,35,72089.03
887,497,Sales,3.89,39,138147.84
888,771,Services,8.6,7,34336.83
889,665,Services,3.74,23,131939.13
890,466,Support,0.37,14,114053.01
891,407,Legal,2.91,9,90190.03
892,549,Accounting,1.72,2,45202.35
893,109,Sales,4.46,36,92995.82
894,78,Product Management,3.54,5,95367.23
895,924,Services,8.71,4,58115.99
896,600,Human Resources,2.36,21,71979.45
897,425,Accounting,9.56,22,49423.35
898,383,Business Development,9.96,13,111439.6
899,983,Product Management,7.74,10,67276.16
900,619,Research and Development,3.02,16,96069.12
901,281,Training,3.3,24,111854.11
902,654,Product Management,4.72,16,111376.52
903,139,Marketing,7.47,10,75831.33
904,43,Human Resources,6.84,16,143715.87
905,663,Support,1.12,15,125248.22
906,536,Training,3.43,14,122270.11
907,285,Legal,3.75,34,112993.85
908,164,Business Development,0.74,4,146319.47
909,349,Accounting,9.49,29,131986.92
910,953,Engineering,4.0,2,132702.74
911,859,Product Management,7.31,12,41139.96
912,178,Research and Development,4.19,14,115478.79
913,610,Services,4.28,10,113617.78
914,511,Business Development,1.95,12,123508.59
915,192,Training,6.35,17,108481.47
916,89,Business Development,0.35,39,103500.55
917,553,Sales,4.97,34,106839.55
918,96,Services,3.47,0,108526.76
919,601,Human Resources,6.42,34,147086.95
920,208,Legal,9.3,21,127753.76
921,497,Human Resources,6.89,40,38732.15
922,939,Training,2.26,24,71556.56
923,222,Support,0.46,34,82308.67
924,103,Services,8.14,3,37265.36
925,779,Sales,2.19,22,46740.27
926,967,Engineering,7.69,13,114256.77
927,440,Product Management,3.92,9,119708.32
928,30,Marketing,8.88,7,44807.35
929,68,Legal,1.06,23,41823.22
930,733,Human Resources,5.69,18,85758.08
931,851,Engineering,5.09,6,131212.22
932,215,Legal,2.72,37,149962.39
933,94,Services,0.74,38,65168.57
934,838,Engineering,2.73,17,92978.69
935,525,Services,5.87,11,49927.79
936,672,Engineering,4.02,19,69179.41
937,654,Accounting,2.59,27,121207.81
938,568,Legal,4.44,14,65456.64
939,260,Sales,0.47,5,119347.48
940,145,Human Resources,1.79,18,64665.85
941,627,Research and Development,0.25,29,120981.8
942,989,Legal,2.17,0,32426.62
943,318,Accounting,9.15,30,128391.06
944,248,Product Management,3.06,21,142029.49
945,223,Sales,9.77,15,79734.0
946,66,Human Resources,6.98,19,113549.58
947,654,Marketing,8.28,8,64235.87
948,867,Support,6.08,32,71272.93
949,532,Research and Development,3.2,40,140585.48
950,616,Research and Development,8.21,27,128900.35
951,761,Legal,7.38,13,126160.03
952,923,Business Development,2.16,6,89801.85
953,28,Business Development,2.73,29,48903.15
954,793,Services,0.2,10,80416.09
955,740,Marketing,7.58,33,121259.0
956,142,Engineering,8.51,16,69407.62
957,105,Support,4.9,5,110569.49
958,171,Support,1.42,18,140548.83
959,202,Business Development,9.3,1,95687.62
960,463,Research and Development,5.5,40,46959.97
961,327,Accounting,7.89,40,98695.02
962,700,Human Resources,1.43,3,136432.92
963,351,Legal,3.05,37,78858.36
964,441,Legal,1.21,8,115017.55
965,172,Accounting,9.9,27,58142.44
966,497,Research and Development,3.81,35,112686.03
967,90,Sales,6.68,7,70505.28
968,822,Product Management,6.26,24,108724.38
969,148,Sales,9.12,8,61023.55
970,821,Sales,5.5,35,41278.93
971,27,Engineering,6.67,19,113732.43
972,466,Training,3.09,5,57576.95
973,76,Accounting,7.94,29,52506.55
974,952,Sales,8.21,19,126372.63
975,74,Accounting,9.25,39,116944.04
976,497,Product Management,1.63,19,93736.65
977,991,Engineering,0.67,21,135628.48
978,365,Services,9.64,26,89220.49
979,590,Business Development,3.77,20,82550.66
980,240,Services,4.12,40,90240.92
981,69,Product Management,7.18,20,136695.89
982,897,Product Management,6.54,2,61613.74
983,751,Support,1.88,27,95714.58
984,216,Product Management,6.98,36,76167.27
985,526,Services,0.44,32,136514.32
986,953,Marketing,5.82,40,37289.11
987,667,Accounting,8.81,23,115929.3
988,191,Product Management,9.57,40,129821.3
989,656,Product Management,2.55,7,84354.97
990,448,Training,8.77,31,94552.47
991,447,Sales,8.84,25,127643.95
992,747,Research and Development,7.65,17,30423.49
993,699,Product Management,9.24,5,63419.95
994,710,Marketing,7.08,3,80337.43
995,706,Legal,4.99,9,54834.21
996,283,Business Development,3.98,28,44678.62
997,481,Marketing,5.18,15,50869.85
998,236,Engineering,0.01,25,48280.33
999,199,Marketing,0.73,24,64745.0
1000,420,Engineering,8.63,18,44607.18
